id,naves_id,phrase,addenda,naves_for_transfer
4888,1341,1. King of Israel,Makes Amasa general,DAVID
4889,1341,1. King of Israel,Amasa is killed,DAVID
4890,1341,1. King of Israel,Consigns seven sons of Saul to the Gibeonites to be killed,DAVID
4891,1341,1. King of Israel,"Buries Saul's bones, and the bones of his sons",DAVID
4892,1341,1. King of Israel,Defeats the Philistines,DAVID
4893,1341,1. King of Israel,Takes the military strength of Israel without divine,DAVID
4894,1341,1. King of Israel,Probably composes,DAVID
4895,1341,1. King of Israel,Marries Abishag,DAVID
4896,1341,1. King of Israel,Probably composes,DAVID
4897,1341,1. King of Israel,"Adonijah usurps the sceptre; Solomon appointed to the throne",DAVID
4898,1341,1. King of Israel,Delivers his charge to Solomon,DAVID
4899,1341,1. King of Israel,Probably composes,DAVID
4900,1341,1. King of Israel,Last words of,DAVID
4901,1341,1. King of Israel,Death of,DAVID
4902,1341,1. King of Israel,Sepulchre of,DAVID
4903,1341,1. King of Israel,"Age of, at death",DAVID
4904,1341,1. King of Israel,"Length of reign, forty years",DAVID
4905,1341,1. King of Israel,Wives of,DAVID
4906,1341,1. King of Israel,At Hebron,DAVID
4907,1341,1. King of Israel,At Jerusalem,DAVID
4908,1341,1. King of Israel,Descendants of,DAVID
4909,1341,1. King of Israel,Civil and military officers of,DAVID
4910,1341,1. King of Israel,"Lists of his heroes, and of their exploits",DAVID
4911,1341,1. King of Israel,Devoutness of,DAVID
4912,1341,1. King of Israel,Justice in the administration of,DAVID
4913,1341,1. King of Israel,Discreetness of,DAVID
4914,1341,1. King of Israel,Meekness of,DAVID
4915,1341,1. King of Israel,Merciful,DAVID
4916,1341,1. King of Israel,David as musician,DAVID
4917,1341,1. King of Israel,David as poet,DAVID
4918,1341,1. King of Israel,David as prophet,DAVID
4919,1341,1. King of Israel,Type of Christ,DAVID
4920,1341,1. King of Israel,Jesus called son of,DAVID
4921,1341,1. King of Israel,Prophecies concerning him and his kingdom,DAVID
4922,1341,1. King of Israel,"Chronicles of, written by Samuel, Nathan, and Gad",DAVID
4923,1341,2. A prophetic name for Christ,"",DAVID
4924,1342,A creative period,"",DAY
4925,1342,Divided into twelve hours,"",DAY
4926,1342,Prophetic,"",DAY
4927,1342,Six working days ordained,"",DAY
4928,1342,Th sixth day of the week called preparation day,"",DAY
4929,1342,The first day of the week called the Lord's day,"",DAY
4930,1342,"Day's journey, eighteen or twenty miles","",DAY
4931,1342,"Sabbath day's journey, about two-thousand paces","",DAY
4932,1342,Times of adversity called Day of the Lord,See SABBATH,DAY
4933,1342,JUDGMENT,Called THE DAY OF THE LORD,DAY
4934,1342,JUDGMENT,A figure of spiritual illumination,DAY
4935,1343,A mediator,"",DAYSMAN
4936,1344,Figurative of spiritual life,"",DAYSTAR
4937,1345,Selected by the people,"",DEACON
4938,1345,Characteristics of,"",DEACON
4939,1345,"The Greek word (diakonos) translated ""deacon"" means servant,","",DEACON
4940,1345,"Also translated ""minister,""","",DEACON
4941,1346,"(R. V., margin)","",DEACONESS
4942,1347,"Raised to life, (see","",DEAD PEOPLE
4943,1347,INSTANCES OF,The son of the widow of Zarephath,DEAD PEOPLE
4944,1347,INSTANCES OF,The Shunammite woman's son,DEAD PEOPLE
4945,1347,INSTANCES OF,The young man laid in Elisha's grave,DEAD PEOPLE
4946,1347,INSTANCES OF,The widow's son,DEAD PEOPLE
4947,1347,INSTANCES OF,Jairus' daughter,DEAD PEOPLE
4948,1347,INSTANCES OF,Lazarus,DEAD PEOPLE
4949,1347,INSTANCES OF,Dorcas,DEAD PEOPLE
4950,1347,INSTANCES OF,Eutychus,DEAD PEOPLE
4951,1347,INSTANCES OF,Prepared for burial by washing,DEAD PEOPLE
4952,1347,INSTANCES OF,Anointing,DEAD PEOPLE
4953,1347,INSTANCES OF,Wrapping in linen,DEAD PEOPLE
4954,1347,INSTANCES OF,Burnings of incense made for,DEAD PEOPLE
4955,1347,UNCLASSIFIED SCRIPTURES RELATING TO,See EMBALMING,DEAD PEOPLE
4956,1348,Called SALT SEA,"",DEAD SEA
4957,1348,SEA OF THE PLAIN,"",DEAD SEA
4958,1348,EAST SEA,"",DEAD SEA
4959,1348,FORMER SEA,"",DEAD SEA
4960,1348,Prophecy concerning,"",DEAD SEA
4961,1349,Law concerning,"",DEAFNESS
4962,1349,Inflicted by God,"",DEAFNESS
4963,1349,Miraculous cure of,"",DEAFNESS
4964,1349,FIGURATIVE,Of moral insensibility,DEAFNESS
4965,1350,Miscellaneous Subjects,Called GIVING UP THE GHOST,DEATH
4966,1350,Miscellaneous Subjects,KING OF TERRORS,DEATH
4967,1350,Miscellaneous Subjects,A CHANGE,DEATH
4968,1350,Miscellaneous Subjects,GOING TO THY FATHERS,DEATH
4969,1350,Miscellaneous Subjects,PUTTING OFF THIS TABERNACLE,DEATH
4970,1350,Miscellaneous Subjects,REQUIRING THE SOUL,DEATH
4971,1350,Miscellaneous Subjects,GOING THE WAY WHENCE THERE IS NO RETURN,DEATH
4972,1350,Miscellaneous Subjects,BEING GATHERED TO OUR PEOPLE,DEATH
4973,1350,Miscellaneous Subjects,GOING DOWN INTO SILENCE,DEATH
4974,1350,Miscellaneous Subjects,RETURNING TO DUST,DEATH
4975,1350,Miscellaneous Subjects,BEING CUT DOWN,DEATH
4976,1350,Miscellaneous Subjects,FLEEING AS A SHADOW,DEATH
4977,1350,Miscellaneous Subjects,DEPARTING,DEATH
4978,1350,Called SLEEP,"",DEATH
4979,1350,EXEMPTION FROM,Enoch,DEATH
4980,1350,EXEMPTION FROM,Elijah,DEATH
4981,1350,EXEMPTION FROM,Promised to saints at the second coming of Christ,DEATH
4982,1350,EXEMPTION FROM,No death in heaven,DEATH
4983,1350,DESIRED,"",DEATH
4984,1350,DESIRED,By Moses,DEATH
4985,1350,DESIRED,Elijah,DEATH
4986,1350,DESIRED,Job,DEATH
4987,1350,DESIRED,Jonah,DEATH
4988,1350,DESIRED,Simeon,DEATH
4989,1350,DESIRED,Paul,DEATH
4990,1350,AS A JUDGMENT,Upon the Antediluvians,DEATH
4991,1350,AS A JUDGMENT,Sodomites,DEATH
4992,1350,AS A JUDGMENT,Saul,DEATH
4993,1350,SYMBOLIZED,By the pale horse,DEATH
4994,1350,SYMBOLIZED,King of Terrors,DEATH
4995,1350,APOSTROPHE TO,"",DEATH
4996,1350,UNCLASSIFIED SCRIPTURES RELATING TO,"",DEATH
4997,1350,PREPARATION FOR,"",DEATH
4998,1350,OF THE RIGHTEOUS,"",DEATH
4999,1350,SCENES OF,DEATH OF ISAAC,DEATH
5000,1350,SCENES OF,DEATH OF JACOB,DEATH
5001,1350,SCENES OF,DEATH OF MOSES,DEATH
5002,1350,SCENES OF,DEATH OF DAVID,DEATH
5003,1350,SCENES OF,DEATH OF ZECHARIAH,DEATH
5004,1350,SCENES OF,DEATH OF JESUS,DEATH
5005,1350,SCENES OF,DEATH OF STEPHEN,DEATH
5006,1350,SCENES OF,DEATH OF PAUL,DEATH
5007,1350,OF THE WICKED,"",DEATH
5008,1350,SPIRITUAL,"",DEATH
5009,1350,SECOND,See REPROBACY,DEATH
5010,1350,FIGURATIVE OF REGENERATION,"See WICKED, PUNISHMENT OF",DEATH
5011,1351,1. King of Eglon,"",DEBIR
5012,1351,2. A town in the mountains of Judah,"Also called KIRJATH-SANNAH, and KIRJATH-SEPHER, which",DEBIR
5013,1351,2. A town in the mountains of Judah,"Anakim expelled from, by Joshua",DEBIR
5014,1351,2. A town in the mountains of Judah,Taken by Othniel,DEBIR
5015,1351,2. A town in the mountains of Judah,Allotted to the Aaronites,DEBIR
5016,1351,3. A place near the valley of Achor,"",DEBIR
5017,1352,1. Nurse to Rebecca,"",DEBORAH
5018,1352,1. Nurse to Rebecca,Buried beneath an oak tree near Beth-el,DEBORAH
5019,1352,"2. The prophetess, a judge of Israel","",DEBORAH
5020,1352,"2. The prophetess, a judge of Israel",Inspires Barak to defeat Sisera,DEBORAH
5021,1352,"2. The prophetess, a judge of Israel",The triumphant song of,DEBORAH
5022,1353,General scriptures concerning,"",DEBT
5023,1353,SECURITY FOR,"",DEBT
5024,1354,LAWS CONCERNING,"",DEBTOR
5025,1354,UNCLASSIFIED SCRIPTURES RELATING TO,"",DEBTOR
5026,1355,Written by God,"",DECALOGUE
5027,1355,Divine authority of,"",DECALOGUE
5028,1355,Called WORDS OF THE COVENANT,"",DECALOGUE
5029,1355,TABLES OF TESTIMONY,"",DECALOGUE
5030,1355,See COMMANDMENTS,"",DECALOGUE
5031,1356,Ten cities situated in one district on the east of the Sea of,"",DECAPOLIS
5032,1357,Is falsehood,"",DECEIT
5033,1357,The tongue is an instrument of,"",DECEIT
5034,1357,Comes from the heart,"",DECEIT
5035,1357,Characteristic of the heart,"",DECEIT
5036,1357,God abhors,"",DECEIT
5037,1357,Forbidden,"",DECEIT
5038,1357,Christ was perfectly free from,"",DECEIT
5039,1357,Saints,Free from,DECEIT
5040,1357,Saints,Purpose against,DECEIT
5041,1357,Saints,Avoid,DECEIT
5042,1357,Saints,Shun those addicted to,DECEIT
5043,1357,Saints,Pray for deliverance from those who use,DECEIT
5044,1357,Saints,Delivered from those who use,DECEIT
5045,1357,Saints,Should beware of those who teach,DECEIT
5046,1357,Saints,"Should lay aside, in seeking truth",DECEIT
5047,1357,Ministers should lay aside,"",DECEIT
5048,1357,The wicked are full of,"",DECEIT
5049,1357,Devise,"",DECEIT
5050,1357,Utter,"",DECEIT
5051,1357,Work,"",DECEIT
5052,1357,Increase in,"",DECEIT
5053,1357,"Use, to each other","",DECEIT
5054,1357,"Use, to themselves","",DECEIT
5055,1357,Delight in,"",DECEIT
5056,1357,False teachers are workers of,"",DECEIT
5057,1357,Preach,"",DECEIT
5058,1357,Impose on others by,"",DECEIT
5059,1357,Sport themselves with,"",DECEIT
5060,1357,Hypocrites devise,"",DECEIT
5061,1357,Hypocrites practice,"",DECEIT
5062,1357,False witnesses use,"",DECEIT
5063,1357,A characteristic of antichrist,"",DECEIT
5064,1357,Characteristic of the apostasy,"",DECEIT
5065,1357,Evil of,Hinders knowledge of God,DECEIT
5066,1357,Keeps from turning to God,"",DECEIT
5067,1357,Leads,To pride and oppression,DECEIT
5068,1357,Leads,To lying,DECEIT
5069,1357,Often accompanied by fraud and injustice,"",DECEIT
5070,1357,Hatred often concealed by,"",DECEIT
5071,1357,The folly of fools is,"",DECEIT
5072,1357,The kisses of an enemy are,"",DECEIT
5073,1357,Blessedness of being free from,"",DECEIT
5074,1357,Punishment of,"",DECEIT
5075,1358,INSTANCES OF,By Satan,DECEPTION
5076,1358,INSTANCES OF,"Abraham, in stating that Sarah was his sister",DECEPTION
5077,1358,INSTANCES OF,"Isaac, in stating that his wife was his sister",DECEPTION
5078,1358,INSTANCES OF,"Jacob and Rebekah, in imposing Jacob on his father, and",DECEPTION
5079,1358,INSTANCES OF,"Jacob's sons, in entrapping the Shechemites",DECEPTION
5080,1358,INSTANCES OF,In representing to their father that Joseph had been,DECEPTION
5081,1358,INSTANCES OF,"Joseph, in his ruse with his brothers",DECEPTION
5082,1358,INSTANCES OF,"The Gibeonites, in misrepresenting their habitat",DECEPTION
5083,1358,INSTANCES OF,"Ehud deceives Eglon, and kills him",DECEPTION
5084,1358,INSTANCES OF,Delilah deceives Samson,DECEPTION
5085,1358,INSTANCES OF,David feigns madness,DECEPTION
5086,1358,INSTANCES OF,Amnon deceives Tamar by feigning sickness,DECEPTION
5087,1358,INSTANCES OF,Hushai deceives Absalom,DECEPTION
5088,1358,INSTANCES OF,Sanballat tries to deceive Nehemiah,DECEPTION
5089,1358,INSTANCES OF,When he avenged his sister,DECEPTION
5090,1358,INSTANCES OF,When he began his conspiracy,DECEPTION
5091,1358,INSTANCES OF,The old prophet,DECEPTION
5092,1358,INSTANCES OF,Gehazi,DECEPTION
5093,1358,INSTANCES OF,Job's friends,DECEPTION
5094,1358,INSTANCES OF,Doeg,DECEPTION
5095,1358,INSTANCES OF,Herod,DECEPTION
5096,1358,INSTANCES OF,Pharisees,DECEPTION
5097,1358,INSTANCES OF,Chief priests,DECEPTION
5098,1358,INSTANCES OF,Lawyer,DECEPTION
5099,1358,INSTANCES OF,Ananias and Sapphira,DECEPTION
5100,1359,General scriptures concerning,"",DECISION
5101,1359,EXHORTATION TO,"",DECISION
5102,1359,INSTANCES OF,ABEL,DECISION
5103,1359,INSTANCES OF,ENOCH,DECISION
5104,1359,INSTANCES OF,NOAH,DECISION
5105,1359,INSTANCES OF,ABRAHAM,DECISION
5106,1359,INSTANCES OF,JACOB,DECISION
5107,1359,INSTANCES OF,JOSEPH,DECISION
5108,1359,INSTANCES OF,MOSES,DECISION
5109,1359,INSTANCES OF,ISRAELITES,DECISION
5110,1359,INSTANCES OF,CALEB,DECISION
5111,1359,INSTANCES OF,BALAAM,DECISION
5112,1359,INSTANCES OF,PHINEHAS,DECISION
5113,1359,INSTANCES OF,JOSHUA,DECISION
5114,1359,INSTANCES OF,GIDEON,DECISION
5115,1359,INSTANCES OF,RUTH,DECISION
5116,1359,INSTANCES OF,ABIGAIL,DECISION
5117,1359,INSTANCES OF,DAVID,DECISION
5118,1359,INSTANCES OF,A PROPHET,DECISION
5119,1359,INSTANCES OF,ELIJAH,DECISION
5120,1359,INSTANCES OF,JEHOSHAPHAT,DECISION
5121,1359,INSTANCES OF,NAAMAN,DECISION
5122,1359,INSTANCES OF,JEHU,DECISION
5123,1359,INSTANCES OF,HEZEKIAH,DECISION
5124,1359,INSTANCES OF,JOASH,DECISION
5125,1359,INSTANCES OF,NEHEMIAH,DECISION
5126,1359,INSTANCES OF,MORDECAI,DECISION
5127,1359,INSTANCES OF,ESTHER,DECISION
5128,1359,INSTANCES OF,JOB,DECISION
5129,1359,INSTANCES OF,MATTHEW,DECISION
5130,1359,INSTANCES OF,JOSEPH,DECISION
5131,1359,INSTANCES OF,NATHANIEL,DECISION
5132,1359,INSTANCES OF,MARTHA,DECISION
5133,1359,INSTANCES OF,THE DISCIPLES,DECISION
5134,1359,INSTANCES OF,EPHESIANS,DECISION
5135,1359,INSTANCES OF,CHURCH OF SARDIS,DECISION
5136,1359,INSTANCES OF,SAINTS,DECISION
5137,1360,General scriptures concerning,"","DECISION, VALLEY OF"
5138,1361,"Of the Medes, irrevocable","",DECREES
5139,1361,From the congregation in Jerusalem,"",DECREES
5140,1363,1. Son of Raamah,"",DEDAN
5141,1363,2. Son of Jokshan,"",DEDAN
5142,1363,"3. A country, probably bordering on Edom","",DEDAN
5143,1364,Descendants of Dedan,"",DEDANIM
5144,1365,Law concerning dedicated things,"",DEDICATION
5145,1365,Must be without blemish,"",DEDICATION
5146,1365,Not redeemable,"",DEDICATION
5147,1365,Offering must be voluntary,"",DEDICATION
5148,1365,Of the tabernacle,"",DEDICATION
5149,1365,Solomon's temple,"",DEDICATION
5150,1365,Second temple,"",DEDICATION
5151,1365,Of the wall of Jerusalem,"",DEDICATION
5152,1365,Of houses,"",DEDICATION
5153,1365,Of Samuel by his mother,"",DEDICATION
5154,1365,OF SELF,See FEAST OF DEDICATION,DEDICATION
5155,1366,To land,"",DEED
5156,1367,"Designated among the ceremonially clean animals, to be eaten","",DEER
5157,1367,Provided for Solomon's household,"",DEER
5158,1367,Fleetness of,"",DEER
5159,1367,Surefootedness of,"",DEER
5160,1367,Gentleness of,"",DEER
5161,1367,Coloring of,"",DEER
5162,1368,Of Jeremiah,"",DEFENSE
5163,1368,Of Peter,"",DEFENSE
5164,1368,Of Stephen,"",DEFENSE
5165,1368,Of Paul,"",DEFENSE
5166,1369,Laws relating to,"",DEFILEMENT
5167,1369,Caused by,Leprosy,DEFILEMENT
5168,1369,Caused by,Gonorrhea,DEFILEMENT
5169,1369,Caused by,Copulation,DEFILEMENT
5170,1369,Caused by,Spermatorrhea,DEFILEMENT
5171,1369,Caused by,Childbirth,DEFILEMENT
5172,1369,Caused by,Menses,DEFILEMENT
5173,1369,Caused by,Touching the dead,DEFILEMENT
5174,1369,Caused by,Touching the carcass of any ceremonially unclean animal,DEFILEMENT
5175,1369,Caused by,Touching carcass of an unclean thing,DEFILEMENT
5176,1369,Caused by,Killing in battle,DEFILEMENT
5177,1369,Contact with sinners falsely supposed to cause,"",DEFILEMENT
5178,1369,Of priests,"",DEFILEMENT
5179,1369,"Egyptian usage, concerning","",DEFILEMENT
5180,1371,Or steps in the dial of Ahaz,"",DEGREES
5181,1372,General scriptures concerning,"",DEHAVITES
5182,1373,Father of one of Solomon's purveyors,"",DEKAR
5183,1374,1. Head of the twenty-third division of the priestly order,"",DELAIAH
5184,1374,2. A prince of Judah,"",DELAIAH
5185,1374,3. A progenitor of certain Babylonish captives,"",DELAIAH
5186,1374,4. Father of a false prophet,"",DELAIAH
5187,1374,5. A descendant of the loyal line of Judah,Also called DALAIAH,DELAIAH
5188,1375,Samson's mistress,"",DELILAH
5189,1377,An appellation of Jesus,"",DELIVERER
5190,1380,INSTANCES OF,Absalom,DEMAGOGISM
5191,1380,INSTANCES OF,Pilate,DEMAGOGISM
5192,1380,INSTANCES OF,Felix,DEMAGOGISM
5193,1380,INSTANCES OF,Herod (Agrippa I),DEMAGOGISM
5194,1381,A companion of Paul,"",DEMAS
5195,1381,Deserts Paul,"",DEMAS
5196,1382,"1. A silversmith, noted for raising a riot","",DEMETRIUS
5197,1382,2. A Christian mentioned in,"",DEMETRIUS
5198,1383,Worship of,"",DEMONS
5199,1383,"Worship of, forbidden","",DEMONS
5200,1383,"Possession by, instances of",Saul,DEMONS
5201,1383,"Two men of the Gergesenes (Gadarenes, Gerasenes)","",DEMONS
5202,1383,The deaf man,"",DEMONS
5203,1383,The deaf and blind man,"",DEMONS
5204,1383,The daughter of the Syrophoenician woman,"",DEMONS
5205,1383,The epileptic boy,"",DEMONS
5206,1383,The man in the synagogue,"",DEMONS
5207,1383,Mary Magdalene,"",DEMONS
5208,1383,The herd of swine,"",DEMONS
5209,1383,Cast out by Jesus,"",DEMONS
5210,1383,"Power over, given the disciples","",DEMONS
5211,1383,Cast out,By the disciples,DEMONS
5212,1383,Cast out,By Peter,DEMONS
5213,1383,Cast out,By Paul,DEMONS
5214,1383,Cast out,By Philip,DEMONS
5215,1383,Disciples could not expel,"",DEMONS
5216,1383,Sceva's sons exorcise,"",DEMONS
5217,1383,Parable of the man repossessed by unclean spirits,"",DEMONS
5218,1383,Jesus falsely accused of being possessed of,"",DEMONS
5219,1383,Testify to the divinity of Jesus,"",DEMONS
5220,1383,Adversaries of men,"",DEMONS
5221,1383,Sent to foment trouble between Abimelech and the Shechemites,"",DEMONS
5222,1383,Messages given false prophets by,"",DEMONS
5223,1383,Believe and tremble,"",DEMONS
5224,1383,To be judged at the general judgment,"",DEMONS
5225,1383,Punishment of,"",DEMONS
5226,1384,Used as places of refuge,"",DENS
5227,1386,General scriptures concerning,"",DEPRAVITY OF MAN
5228,1387,An officer who administers the functions of a superior in his,"",DEPUTY
5229,1388,Paul flees to,"",DERBE
5230,1388,Visited by Paul and Silas,"",DERBE
5231,1388,Gaius born in,"",DERBE
5232,1389,"The wicked held in, by God","",DERISION
5233,1389,INSTANCES OF,"Sarah, when the angels gave her the promise of a child",DERISION
5234,1389,INSTANCES OF,The evil children of Beth-el deride Elisha,DERISION
5235,1389,INSTANCES OF,The people of Israel scoff at Hezekiah,DERISION
5236,1390,An arid region having only sparse vegetation,"",DESERT
5237,1390,FIGURATIVE,"",DESERT
5238,1391,"In nature, evidence of","",DESIGN
5239,1392,SPIRITUAL,"",DESIRE
5240,1394,General scriptures concerning,"",DESPONDENCY
5241,1394,INSTANCES OF,"Cain, when God pronounced judgment upon him for the murder",DESPONDENCY
5242,1394,INSTANCES OF,"Hagar, when cast out of the household of Abraham on account",DESPONDENCY
5243,1394,INSTANCES OF,When sent on his mission to the Israelites,DESPONDENCY
5244,1394,INSTANCES OF,At the Red Sea,DESPONDENCY
5245,1394,INSTANCES OF,When the people craved for meat,DESPONDENCY
5246,1394,INSTANCES OF,"The Israelites, on account of the cruel oppressions of the",DESPONDENCY
5247,1394,INSTANCES OF,"Elijah, when he fled from Jezebel to the wilderness and sat",DESPONDENCY
5248,1394,INSTANCES OF,Jonah after he had preached to the Ninevites,DESPONDENCY
